Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won,Is pop,Is rock,Is funk,Is country,Is hip hop,Is r&b,Is rap,Is folk
Disorder in the House,Warren Zevon,The Wind,2003-08-26,26.0,275666.0,1,0,0,0,0,0,0,0,0
Bring Me To Life,Evanescence,Fallen,2003-03-04,78.0,235893.0,1,0,0,0,0,0,0,0,0
St. Anger,Metallica,St. Anger,2003-06-05,50.0,441133.0,1,0,0,0,0,0,0,0,0
Plan B,Jeff Beck,Jeff,2003-08-05,19.0,289293.0,1,0,0,0,0,0,0,0,0
Seven Nation Army,Nando Espinosa,The World in Rock,2022-05-02,0.0,230082.0,1,0,0,0,0,0,0,0,0
Elephant Man,Kumail Nanjiani,Beta Male,2013-06-25,19.0,155906.0,1,0,0,0,0,0,0,0,0
Dance With My Father,Luther Vandross,Dance With My Father,2003-06-10,57.0,266000.0,1,0,0,0,0,0,0,0,0
The Closer I Get to You (feat. Beyoncé Knowles),Luther Vandross,Dangerously In Love,2003-06-24,43.0,297733.0,1,0,0,0,0,0,0,0,0
Wonderful,Aretha Franklin,So Damn Happy,2003,39.0,244333.0,1,0,0,0,0,0,0,0,0
Hey Ya!,Outkast,Speakerboxxx/The Love Below,2003,78.0,235213.0,1,0,0,0,0,0,0,0,0
Dangerously In Love,lil nanm,: (,2021-12-25,0.0,299210.0,1,0,0,0,0,0,0,0,0
Work It,Missy Elliott,Under Construction,2002-11-11,67.0,263226.0,1,0,0,0,0,0,0,0,0
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call: The Hits (Deluxe Edition),2005-12-06,74.0,326466.0,1,0,0,0,0,0,0,0,0
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,Nelly,Bad Boy 20th Anniversary Box Set Edition,2016-08-12,51.0,293666.0,1,0,0,0,0,0,0,0,0
Lose Yourself,Nando Espinosa,All Mixed Rock Pop Heavy,2022-08-23,0.0,233142.0,1,0,0,0,0,0,0,0,0
Keep On the Sunny Side,June Carter Cash,Wildwood Flower,2003,28.0,164133.0,1,0,0,0,0,0,0,0,0
Next Big Thing,Vince Gill,Next Big Thing,2003-01-01,19.0,205400.0,1,0,0,0,0,0,0,0,0
A SIMPLE LIFE,Ricky Skaggs,Live At The Charleston Music Hall,2003,22.0,167773.0,1,0,0,0,0,0,0,0,0
Cluck Old Hen,Alison Krauss & Union Station,Every Time You Say Goodbye,1992-02-14,21.0,154506.0,1,0,0,0,0,0,0,0,0
"I Am A Man Of Constant Sorrow - Live From The Louisville Palace, Kentucky / 2002",Alison Krauss & Union Station,Live,2003-01-01,35.0,252040.0,1,0,0,0,0,0,0,0,0
One Quiet Night,Pat Metheny,One Quiet Night,2003,30.0,301880.0,1,0,0,0,0,0,0,0,0
34th n Lex,Randy Brecker,34th n Lex,2003-04-21,1.0,389533.0,1,0,0,0,0,0,0,0,0
We'll Be Together Again,Dianne Reeves,A Little Moonlight,2003-01-01,9.0,275413.0,1,0,0,0,0,0,0,0,0
Matrix,Nandela,Bleibt so,2020-11-01,0.0,208000.0,1,0,0,0,0,0,0,0,0
Vendiendo Alegría,Wayne Shorter,Alegría,2003,6.0,420760.0,1,0,0,0,0,0,0,0,0
"Mongo's Blues - Live At The Blue Note, New York City, NY / March 19-22, 2003",Michel Camilo,"Live At The Blue Note (Live At The Blue Note, New York City, NY / March 19-22, 2003)",2003-08-26,1.0,412906.0,1,0,0,0,0,0,0,0,0
Worldwide: One,Audio Adrenaline,Worldwide,2003-01-01,9.0,203733.0,1,0,0,0,0,0,0,0,0
Here I Am To Worship,Michael W. Smith,Worship Again,2002,40.0,296706.0,1,0,0,0,0,0,0,0,0
Rise and Shine,Randy Travis,Rise and Shine,2002-10-15,15.0,181866.0,1,0,0,0,0,0,0,0,0
Go Tell It On The Mountain,Nana Mouskouri,Go Tell It On The Mountain,1972-01-01,4.0,154691.0,1,0,0,0,0,0,0,0,0
Again,Donnie McClurkin,Donnie McClurkin... Again,2003-03-02,24.0,258186.0,1,0,0,0,0,0,0,0,0
No es lo mismo,Alejandro Sanz,Coleccion definitiva (Deluxe),2011-10-19,52.0,359173.0,1,0,0,0,0,0,0,0,0
Buenos hermanos,Ibrahim Ferrer,Buenos Hermanos,2003-03-10,33.0,274346.0,1,0,0,0,0,0,0,0,0
Afortunado,Joan Sebastian,Afortunado,2002-12-17,46.0,195117.0,1,0,0,0,0,0,0,0,0
Lucy Mae Blues (feat. Eric Clapton),Buddy Guy,Blues Singer,2003-01-01,15.0,212000.0,1,0,0,0,0,0,0,0,0
Wildwood Flower,June Carter Cash,Wildwood Flower,2003,26.0,266840.0,1,0,0,0,0,0,0,0,0
Hasten Down the Wind,Warren Zevon,Warren Zevon,1976,30.0,179626.0,1,0,0,0,0,0,0,0,0
Flying Free,Black Eagle,Flying Free,2003-07-17,0.0,218506.0,1,0,0,0,0,0,0,0,0
Dutty Rock Intro,Sean Paul,Dutty Rock (20th Anniversary),2022-11-11,29.0,144800.0,1,0,0,0,0,0,0,0,0
Voz d'Amor,Cesária Evora,Voz D' Amor,2003-01-31,17.0,267533.0,1,0,0,0,0,0,0,0,0
Chicago Sax,Nandezz,Get Down,2022-02-11,0.0,398095.0,1,0,0,0,0,0,0,0,0
Woodstock,Nanashi,Nana,2022-10-24,0.0,238000.0,1,0,0,0,0,0,0,0,0
Evolve,Nanomc,Agape,2020-12-21,0.0,114834.0,1,0,0,0,0,0,0,0,0
Hurt,Johnny Cash,American IV: The Man Comes Around,2002-01-01,71.0,216533.0,1,0,0,0,0,0,0,0,0
Legend of Mermaid - Lucia Solo Version,Asumi Nakata (Nanami Lucia),Splash Dream,2017-11-01,30.0,275960.0,1,0,0,0,0,0,0,0,0
Where Is the Love (Arr. for Choir) [Live],Justin Timberlake,"2018 Music for All (Indianapolis, IN): Logan High School Chamber Singers [Live]",2019-12-14,2.0,112693.0,0,0,0,0,0,0,0,0,0
"Study No.50: Performed by Trimpin, August 1999, Yerba Buena Center for the Arts, San Francisco",Conlon Nancarrow,"Lost Works, Last Works",2000,0.0,238640.0,0,0,0,0,0,0,0,0,0
Fallen (Album Mix),Sarah McLachlan,Afterglow,2003,39.0,227000.0,0,0,0,0,0,0,0,0,0
I’m a Mess (with YUNGBLUD),Avril Lavigne,I’m a Mess (with YUNGBLUD),2022-11-03,63.0,187793.0,0,0,0,0,0,0,0,0,0
White Flag,Dido,Life For Rent,2003-09-03,55.0,240600.0,0,0,0,0,0,0,0,0,0
Keep Me in Your Heart,Warren Zevon,The Wind,2003-08-26,51.0,208026.0,0,0,0,0,0,0,0,0,0
Send Your Love,Sting,Sacred Love,2003-01-01,20.0,278026.0,0,0,0,0,0,0,0,0,0
Any Road,George Harrison,Brainwashed,2002-11-19,24.0,231560.0,0,0,0,0,0,0,0,0,0
(not) unwell,nanca,cor meum,2023-01-27,1.0,174973.0,0,0,0,0,0,0,0,0,0
Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,2003-01-01,71.0,197986.0,0,0,0,0,0,0,0,0,0
Hole in the World - 2013 Remaster,Eagles,The Very Best of the Eagles (2013 Remaster),2003-10-21,33.0,256973.0,0,0,0,0,0,0,0,0,0
Misunderstood,Bon Jovi,Bounce,2002-01-01,57.0,210080.0,0,0,0,0,0,0,0,0,0
Feeling Like Katy,Pink Shark Music,Red Carpet Awards Dance Vol. 3,2018-06-08,0.0,180100.0,0,0,0,0,0,0,0,0,0
Gonna Change My Way of Thinking,Bob Dylan,Slow Train Coming,1979-08-20,26.0,328160.0,0,0,0,0,0,0,0,0,0
La Vie En Rose,Tony Bennett,A Wonderful World,2002-11-02,29.0,202160.0,0,0,0,0,0,0,0,0,0
"The Nutcracker, Ballet Suite, Waltz Of The Flowers",A Nanut,100 Classical Masterpieces,1998-01-01,0.0,400466.0,0,0,0,0,0,0,0,0,0
Main Title (Seabiscuit),Randy Newman,Seabiscuit (Original Motion Picture Soundtrack),2003-07-22,12.0,124106.0,0,0,0,0,0,0,0,0,0
Honey-Dipped,Dave Koz,Saxophonic,2003-01-01,30.0,263400.0,0,0,0,0,0,0,0,0,0
Patricia,Ry Cooder,Mambo Sinuendo,2003-01-27,28.0,209173.0,0,0,0,0,0,0,0,0,0
Wishes,Kenny G,Wishes A Holiday Album,2002-10-21,16.0,237693.0,0,0,0,0,0,0,0,0,0
Winter Peace,Jim Brickman,The Gift,1997-09-15,14.0,193493.0,0,0,0,0,0,0,0,0,0
Brainwashed,George Harrison,Brainwashed,2002-11-19,19.0,367800.0,0,0,0,0,0,0,0,0,0
Stripped Intro,Christina Aguilera,Stripped,2002-07-19,34.0,99653.0,0,0,0,0,0,0,0,0,0
Die Another Day,Madonna,American Life,2003-04-22,51.0,276360.0,0,0,0,0,0,0,0,0,0
Easy,Groove Armada,Lovebox,2003-06-23,37.0,352000.0,0,0,0,0,0,0,0,0,0
Love One Another,Cher,Living Proof,2001,12.0,224866.0,0,0,0,0,0,0,0,0,0
How Do You Keep The Music Playing?,Barbra Streisand,The Movie Album,2003-03-25,21.0,309973.0,0,0,0,0,0,0,0,0,0
As Time Goes By (feat. Queen Latifah),Rod Stewart,As Time Goes By...The Great American Songbook: Volume II,2003-09-30,35.0,228600.0,0,0,0,0,0,0,0,0,0
The Singer - Live,Rosemary Clooney,The Last Concert,2002-01-01,1.0,149733.0,0,0,0,0,0,0,0,0,0
Righteously,Lucinda Williams,World Without Tears,2003-01-01,39.0,278266.0,0,0,0,0,0,0,0,0,0
Time Of Our Lives,Bonnie Raitt,Silver Lining,2002-01-01,12.0,240000.0,0,0,0,0,0,0,0,0,0
Losing Grip,Avril Lavigne,Let Go,2002-06-04,56.0,233760.0,0,0,0,0,0,0,0,0,0
Are You Happy Now?,Michelle Branch,Hotel Paper,2003-06-24,47.0,230760.0,0,0,0,0,0,0,0,0,0
The Return Of Jackie And Judy,Tom Waits,"Orphans: Brawlers, Bawlers & Bastards (Remastered)",2006-11-21,19.0,208933.0,0,0,0,0,0,0,0,0,0
If I Could Fall In Love,Lenny Kravitz,Lenny,2001-01-01,34.0,261133.0,0,0,0,0,0,0,0,0,0
"The Night They Drove Old Dixie Down - Live at LA Forum, Inglewood, CA - February 1974",Bob Dylan,Before The Flood (Live),1974-06-20,20.0,262986.0,0,0,0,0,0,0,0,0,0
New Killer Star,David Bowie,Reality,2003-09-16,35.0,280600.0,0,0,0,0,0,0,0,0,0
Calling All Angels,Train,My Private Nation,2003-06-03,54.0,242200.0,0,0,0,0,0,0,0,0,0
"There, There",Radiohead,Hail To the Thief,2003-06-09,58.0,323600.0,0,0,0,0,0,0,0,0,0
Times Like These,Foo Fighters,One By One (Expanded Edition),2002-10-22,66.0,265560.0,0,0,0,0,0,0,0,0,0
Go With The Flow,Queens of the Stone Age,Songs For The Deaf,2002,59.0,187120.0,0,0,0,0,0,0,0,0,0
Just Because,Jane's Addiction,Strays,2003-01-01,57.0,231853.0,0,0,0,0,0,0,0,0,0
Straight Out Of Line,Godsmack,Faceless,2003-04-08,49.0,259133.0,0,0,0,0,0,0,0,0,0
Like a Stone,Audioslave,Audioslave,2002-11-17,74.0,293960.0,0,0,0,0,0,0,0,0,0
mOBSCENE,Marilyn Manson,The Golden Age Of Grotesque,2003-01-01,49.0,205720.0,0,0,0,0,0,0,0,0,0
Inhale,Stone Sour,Stone Sour,2002-08-19,40.0,265466.0,0,0,0,0,0,0,0,0,0
Smothered,Spineshank,Self-Destructive Pattern,2003-07-07,38.0,190840.0,0,0,0,0,0,0,0,0,0
Did My Time,Korn,Take A Look In The Mirror,2003-11-19,47.0,244493.0,0,0,0,0,0,0,0,0,0
Essence,Steve Vai,The Essential Steve Vai,2011-03-15,4.0,350693.0,0,0,0,0,0,0,0,0,0
Squeeze,Robert Randolph & The Family Band,Unclassified,2003-07-22,18.0,346600.0,0,0,0,0,0,0,0,0,0
Session,Linkin Park,Meteora (Bonus Edition),2003-03-24,45.0,143800.0,0,0,0,0,0,0,0,0,0
Flat On the Floor,Nickelback,The Long Road,2003-09-23,52.0,122226.0,0,0,0,0,0,0,0,0,0
Untitled #3 - Samskeyti,Sigur Rós,( ),2002,47.0,393426.0,0,0,0,0,0,0,0,0,0
Fight Test,The Flaming Lips,Yoshimi Battles the Pink Robots,2002-05-13,46.0,256720.0,0,0,0,0,0,0,0,0,0
I Wish I Wasn't,Heather Headley,This Is Who I Am,2002-02-12,43.0,255466.0,0,0,0,0,0,0,0,0,0
Ooh!,Mary J. Blige,Love & Life,2003-01-01,23.0,247680.0,0,0,0,0,0,0,0,0,0
Back In The Day,Erykah Badu,Worldwide Underground,2003-09-01,46.0,286920.0,0,0,0,0,0,0,0,0,0
Rain On Me,Ashanti,Chapter II,2003-01-01,47.0,297960.0,0,0,0,0,0,0,0,0,0
How You Gonna Act Like That,Tyrese,I Wanna Go There,2002-12-01,60.0,294693.0,0,0,0,0,0,0,0,0,0
"Shoulda, Woulda, Coulda - Main",Brian McKnight,U Turn,2003-01-01,41.0,241040.0,0,0,0,0,0,0,0,0,0
Step In the Name of Love - Remix,R. Kelly,Chocolate Factory,2003,45.0,432146.0,0,0,0,0,0,0,0,0,0
Hands Up,TLC,3D,2002-10-10,31.0,228693.0,0,0,0,0,0,0,0,0,0
Where Is the Love (feat. Glenn Lewis & Amel Larrieux) (feat. Glenn Lewis & Amel Larrieux),Stanley Clarke,"1, 2, To the Bass",2003-04-15,14.0,246240.0,0,0,0,0,0,0,0,0,0
He Proposed,Kelly Price,20th Century Masters: The Best Of Kelly Price,2007-01-01,28.0,303813.0,0,0,0,0,0,0,0,0,0
Way Up There,Patti LaBelle,Keep The Faith Second Chances,1996,0.0,292866.0,0,0,0,0,0,0,0,0,0
Comin' from Where I'm From - Radio Mix,Anthony Hamilton,Comin' From Where I'm From,2003-07-15,47.0,240146.0,0,0,0,0,0,0,0,0,0
Milkshake - Radio Mix,Kelis,Tasty,2003-12-05,53.0,182626.0,0,0,0,0,0,0,0,0,0
Danger,Erykah Badu,Worldwide Underground,2003-09-01,36.0,349000.0,0,0,0,0,0,0,0,0,0
Delicious panchu wa dangerous,Nanahira,Wonder trick,2016-08-14,5.0,273413.0,0,0,0,0,0,0,0,0,0
If a Body Kiss a Body,Nancy Halper,Emily Climbs,2022-09-15,0.0,1196924.0,0,0,0,0,0,0,0,0,0
So Damn Happy,Aretha Franklin,So Damn Happy,2003,12.0,268466.0,0,0,0,0,0,0,0,0,0
Love Of My Life Worldwide,Erykah Badu,Worldwide Underground,2003-09-01,28.0,326226.0,0,0,0,0,0,0,0,0,0
Chocolate Factory,R. Kelly,Chocolate Factory,2003,36.0,230946.0,0,0,0,0,0,0,0,0,0
Someone To Love Me (Naked),Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,35.0,212506.0,0,0,0,0,0,0,0,0,0
Goin' Out Of My Head,Queen Latifah,Living Out Loud,1998-01-05,8.0,203306.0,0,0,0,0,0,0,0,0,0
Came Back for You,Lil' Kim,La Bella Mafia,2003-03-03,24.0,260533.0,0,0,0,0,0,0,0,0,0
Got It Poppin',Da Brat,"Limelite, Luv & Niteclubz",2003-07-15,9.0,232640.0,0,0,0,0,0,0,0,0,0
Get Busy,Sean Paul,Dutty Rock (20th Anniversary),2022-11-11,71.0,211666.0,0,0,0,0,0,0,0,0,0
In Da Club,50 Cent,Get Rich Or Die Tryin',2003-02-06,73.0,193466.0,0,0,0,0,0,0,0,0,0
Pump It Up,Joe Budden,Joe Budden,2003-06-10,57.0,251373.0,0,0,0,0,0,0,0,0,0
Dipset (Santana's Town),Juelz Santana,From Me To U,2003-01-01,42.0,218800.0,0,0,0,0,0,0,0,0,0
Magic Stick,Lil' Kim,La Bella Mafia,2003-03-03,54.0,359973.0,0,0,0,0,0,0,0,0,0
Gossip Folks,Missy Elliott,Hip-Hop Issues,2023-02-22,0.0,234506.0,0,0,0,0,0,0,0,0,0
Luv U Better,LL COOL J,10,2002-10-08,50.0,286906.0,0,0,0,0,0,0,0,0,0
In Da Club - Original Mix,Nando CP,In Da Club,2015-05-21,0.0,367029.0,0,0,0,0,0,0,0,0,0
A Ballad For The Fallen Soldier - Skit,JAY-Z,The Blueprint 2: The Gift & The Curse,2002-11-12,23.0,281973.0,0,0,0,0,0,0,0,0,0
Get Rich or Die Tryin' (Movie Trailer),"50 Cent, DJ Whoo Kid",Bullet Proof,2007-01-30,23.0,46666.0,0,0,0,0,0,0,0,0,0
Forever And For Always,Shania Twain,Up! (Red and Green Versions),2002-01-01,55.0,283000.0,0,0,0,0,0,0,0,0,0
This One's for the Girls,Martina McBride,Martina,2003-09-30,57.0,243160.0,0,0,0,0,0,0,0,0,0
On Your Way Home,Patty Loveless,On Your Way Home,2003-09-16,10.0,235893.0,0,0,0,0,0,0,0,0,0
Three Wooden Crosses,Randy Travis,On the Other Hand - All the Number Ones,2015-04-21,58.0,201266.0,0,0,0,0,0,0,0,0,0
Brokenheartsville,Joe Nichols,Man With A Memory,2002-01-01,59.0,230360.0,0,0,0,0,0,0,0,0,0
She's My Kind Of Rain,Tim McGraw,Love Story,2014-02-04,41.0,255973.0,0,0,0,0,0,0,0,0,0
Annabelle,Ray Benson,Beyond Time,2003-06-24,1.0,231320.0,0,0,0,0,0,0,0,0,0
My Front Porch Looking In,Lonestar,Playlist: The Very Best Of Lonestar,1995,52.0,223573.0,0,0,0,0,0,0,0,0,0
It's Five O'Clock Somewhere (with Jimmy Buffett),Alan Jackson,Playlist: The Very Best Of Alan Jackson,1991,60.0,230266.0,0,0,0,0,0,0,0,0,0
Temptation,June Carter Cash,Wildwood Flower,2003,8.0,146426.0,0,0,0,0,0,0,0,0,0
GET UP JOHN,Ricky Skaggs,Live At The Charleston Music Hall,2003,7.0,584200.0,0,0,0,0,0,0,0,0,0
Pick Along,Earl Scruggs,The Three Pickers,2003-01-01,6.0,159426.0,0,0,0,0,0,0,0,0,0
Spaghetti Western Swing (feat. Redd Volkaert),Brad Paisley,Mud On The Tires,2003-01-01,18.0,270906.0,0,0,0,0,0,0,0,0,0
Waver On,Nancy McCallion,Take A Picture Of Me,2009-10-30,0.0,174946.0,0,0,0,0,0,0,0,0,0
(I'm A) Celebrity,Nancy,With Child,2016-09-01,3.0,148630.0,0,0,0,0,0,0,0,0,0
Giddy Up!,Shania Twain,Giddy Up!,2023-01-05,70.0,162665.0,0,0,0,0,0,0,0,0,0
Run That By Me One More Time,Willie Nelson,Run That By Me One More Time,2003-01-01,3.0,161973.0,0,0,0,0,0,0,0,0,0
Cry,Faith Hill,Cry,2002-10-15,41.0,226306.0,0,0,0,0,0,0,0,0,0
One Step Ahead of the Blues,Rhonda Vincent,One Step Ahead,2003-01-01,6.0,153906.0,0,0,0,0,0,0,0,0,0
I Heard My Mother Call My Name In Prayer - Live At The Charleston Music Hall,"Ricky Skaggs, Kentucky Thunder",Live At The Charleston Music Hall,2007,3.0,167773.0,0,0,0,0,0,0,0,0,0
Sacred Fountain,Kitaro,"Sacred Journey of Ku-Kai, Volume 3",2007-09-25,10.0,422386.0,0,0,0,0,0,0,0,0,0
Red Moon,Peter Kater,Red Moon,2003-01-01,0.0,295293.0,0,0,0,0,0,0,0,0,0
Solace Kid,Nancy,Solace Kid,2022-06-30,0.0,177162.0,0,0,0,0,0,0,0,0,0
Time Squared,Yellowjackets,Time Squared,2021-06-28,2.0,406453.0,0,0,0,0,0,0,0,0,0
Praalude (Sonic Trance),Nicholas Payton,Sonic Trance,2003-09-09,3.0,166533.0,0,0,0,0,0,0,0,0,0
Rural Renewal,The Crusaders,Rural Renewal,2003,9.0,325666.0,0,0,0,0,0,0,0,0,0
May The Music Never End,Shirley Horn,May The Music Never End,2003-01-01,5.0,307733.0,0,0,0,0,0,0,0,0,0
Man In The Air,Kurt Elling,Man In The Air,2003-01-01,5.0,332266.0,0,0,0,0,0,0,0,0,0
Africa Kattu Pulli,Nandhini,Aalavandhan,2001-05-20,23.0,297306.0,0,0,0,0,0,0,0,0,0
Think Tank,Pat Martino,Think Tank,2003-01-01,3.0,729600.0,0,0,0,0,0,0,0,0,0
The Birth Of Time,Stefon Harris,Grand Unification Theory,2003,2.0,380573.0,0,0,0,0,0,0,0,0,0
Isla Para Dos,Nano Cabrera,Salsa Pa Amanecer,2022-04-04,43.0,250815.0,0,0,0,0,0,0,0,0,0
Birds Of A Feather,Caribbean Jazz Project,Birds Of A Feather,2003-01-01,9.0,304533.0,0,0,0,0,0,0,0,0,0
In Love with the 80's (Pink Tux to the Prom),Relient K,Two Lefts Don't Make a Right...But Three Do (Gold Edition),2003-03-11,34.0,189040.0,0,0,0,0,0,0,0,0,0
Jekyll & Hyde - Jekyll & Hyde Album Version,Petra,Jekyll & Hyde,2003-01-01,33.0,184466.0,0,0,0,0,0,0,0,0,0
Bounce Back - Stacie Orrico Album Version,Stacie Orrico,Stacie Orrico,2003-01-01,23.0,181120.0,0,0,0,0,0,0,0,0,0
Always Hear The Harmony,Engelbert Humperdinck,Always Hear The Harmony: The Gospel Sessions,2003-01-01,0.0,207573.0,0,0,0,0,0,0,0,0,0
Nana - Fabiola A Cappella,La Nana,Nana,2010-01-08,0.0,35709.0,0,0,0,0,0,0,0,0,0
Wondrous Love,Blue Highway,Wondrous Love,2003-06-24,27.0,203960.0,0,0,0,0,0,0,0,0,0
Hard to Believe,Aaron Neville,Apache,2016-07-15,25.0,275146.0,0,0,0,0,0,0,0,0,0
It's Your Time,Luther Barnes,It's Your Time,2003-05-20,23.0,360000.0,0,0,0,0,0,0,0,0,0
The Thrill is Gone - Live,Kirk Whalum,The Gospel According to Jazz - Chapter III,2010-03-16,9.0,349106.0,0,0,0,0,0,0,0,0,0
He'll Make You Wanna,Ann Nesby,Make Me Better (Expanded Edition),2018-07-10,2.0,244743.0,0,0,0,0,0,0,0,0,0
Dance And Dense Denso,Molotov,Dance And Dense Denso,2003-01-01,43.0,112493.0,0,0,0,0,0,0,0,0,0
Bajando Gervasio,Amadito Valdés,Bajando Gervasio,2002-07-27,0.0,263826.0,0,0,0,0,0,0,0,0,0
Mi Pasado Y Mi Presente,Nano Rap,Mi Pasado Y Mi Presente,2021-08-10,0.0,232037.0,0,0,0,0,0,0,0,0,0
Le Preguntaba a la Luna,Víctor Manuelle,Le Preguntaba a la Luna,2002-09-24,12.0,282320.0,0,0,0,0,0,0,0,0,0
Imperio,Los Tucanes De Tijuana,Imperio,2003-05-20,24.0,170653.0,0,0,0,0,0,0,0,0,0
La Reina Del Sur,Los Tigres Del Norte,La Reina Del Sur,2002-01-01,53.0,243666.0,0,0,0,0,0,0,0,0,0
Móntame,Bobby Pulido,Montame,2003-01-01,29.0,204026.0,0,0,0,0,0,0,0,0,0
Lookin' for Trouble li,Kim Wilson,Lookin' For Trouble,2003-01-01,6.0,178106.0,0,0,0,0,0,0,0,0,0
That's Right!,Roomful Of Blues,That's Right!,2003,17.0,146880.0,0,0,0,0,0,0,0,0,0
Goin' To Kansas City,Jay McShann,Goin' To Kansas City,2003-08-12,0.0,147400.0,0,0,0,0,0,0,0,0,0
Wait for Me - Live,Susan Tedeschi,"Live From Austin, TX",2004-11-02,16.0,358933.0,0,0,0,0,0,0,0,0,0
The Promise Land,Sonny Landreth,The Road We're On,2010-06-01,15.0,202453.0,0,0,0,0,0,0,0,0,0
So Many Rivers To Cross,Marcia Ball,So Many Rivers,2003-04-22,1.0,224106.0,0,0,0,0,0,0,0,0,0
Down To The Valley To Pray,Earl Scruggs,The Three Pickers,2003-01-01,6.0,168493.0,0,0,0,0,0,0,0,0,0
Bon Rêve,Steve Riley & The Mamou Playboys,Bon Rêve,2003-09-09,14.0,295506.0,0,0,0,0,0,0,0,0,0
Any Old Time,Steve Forbert,Good Soul Food - Live at the Ark,2004-01-01,0.0,174120.0,0,0,0,0,0,0,0,0,0
World Without Tears,Lucinda Williams,World Without Tears,2003-01-01,25.0,255093.0,0,0,0,0,0,0,0,0,0
Looking for the Moon,Tom Paxton,Appleseed's 21st Anniversary: Roots and Branches,2018-10-19,1.0,265680.0,0,0,0,0,0,0,0,0,0
Rules Of Travel,Rosanne Cash,Rules Of Travel,2003-01-01,5.0,234040.0,0,0,0,0,0,0,0,0,0
Reveal His Glory,Tom Bee,Reveal His Glory,2003-07-02,0.0,241200.0,0,0,0,0,0,0,0,0,0
No Letting Go,Wayne Wonder,No Holding Back,2003-03-04,61.0,202013.0,0,0,0,0,0,0,0,0,0
Freeman,Burning Spear,Freeman,2003,7.0,279928.0,0,0,0,0,0,0,0,0,0
Friends For Life,Buju Banton,Friends For Life,2003,7.0,231573.0,0,0,0,0,0,0,0,0,0
Jíbaro hasta el hueso (Jíbaro to the Bone),Ecos de Borinquen,Jíbaro Hasta el Hueso: Mountain Music of Puerto Rico by Ecos de Borinquen,2003-08-26,9.0,237693.0,0,0,0,0,0,0,0,0,0
Strike up the Band Polka,Dennis Polisky & the Maestro's Men,Strike up the Band,2002-10-31,0.0,152106.0,0,0,0,0,0,0,0,0,0
When Bullfrogs Croak,Zak Morgan,When Bullfrogs Croak,2003-01-01,0.0,226253.0,0,0,0,0,0,0,0,0,0
Making Good Noise,Tom Chapin,Making Good Noise,2009-12-21,1.0,131933.0,0,0,0,0,0,0,0,0,0
Team Leader,George Lopez,Team Leader,2003-06-03,20.0,142400.0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,NaNa Muse,Catch Me If You Can,2020-06-12,3.0,192000.0,0,0,0,0,0,0,0,0,0
Amoroso (Musica),Super Nana Bebé,Bebe Duerme - Inspirador,2021-11-01,0.0,118328.0,0,0,0,0,0,0,0,0,0
Oblivion,Adriana Nano,Pantaleón,2019-04-26,0.0,280018.0,0,0,0,0,0,0,0,0,0
Autumn in New York,Nancy Stearns,Weather or Not,2011-11-15,0.0,235146.0,0,0,0,0,0,0,0,0,0
In the Bleak Midwinter,Nancy Wenstrom,A Centerville Christmas,2015-11-26,0.0,173733.0,0,0,0,0,0,0,0,0,0
Comes Love,Nannie Porres,Till Dej,1999,0.0,266400.0,0,0,0,0,0,0,0,0,0
Chega de Saudade,Nanami,TOMARA,2015-10-26,0.0,244786.0,0,0,0,0,0,0,0,0,0
Untitled Hidden Track,Nana Grizol,Love It Love It,2008-05-23,14.0,52973.0,0,0,0,0,0,0,0,0,0
Journey to the North,Elijah Nang,Lost in Japan II,2018-04-09,31.0,199550.0,0,0,0,0,0,0,0,0,0
Natural Selection,Nan Kemberling,Natural Selection,2020-06-05,0.0,174240.0,0,0,0,0,0,0,0,0,0
Concrete Angel,Martina McBride,Greatest Hits,2001-09-17,47.0,253000.0,0,0,0,0,0,0,0,0,0
The Scientist,Coldplay,A Rush of Blood to the Head,2002-08-08,81.0,309600.0,0,0,0,0,0,0,0,0,0
Come Away With Me,Norah Jones,Come Away With Me (Super Deluxe Edition),2002-02-26,70.0,198226.0,1,0,0,0,0,0,0,0,0
Your Body Is a Wonderland,John Mayer,Room For Squares,2001-08-16,70.0,249626.0,1,0,0,0,0,0,0,0,0
Hey Baby,No Doubt,Rock Steady (Expanded Edition),2001-12-11,55.0,207040.0,1,0,0,0,0,0,0,0,0
Karaoke - The Game Of Love,"""Karaoke - Santana, Michelle Branch""",Karaoke - Teen Female Pop - Vol.3,2005-03-01,0.0,260852.0,1,0,0,0,0,0,0,0,0
Auld Lang Syne,B.B. King,A Christmas Celebration Of Hope,2001-01-01,27.0,141400.0,1,0,0,0,0,0,0,0,0
Just Chillin',Norman Brown,Just Chillin',2002-07-02,41.0,267933.0,1,0,0,0,0,0,0,0,0
Days Go By,Dirty Vegas,Dirty Vegas,2002,47.0,432146.0,1,0,0,0,0,0,0,0,0
Steve McQueen,Sheryl Crow,C'Mon C'Mon,2002-04-08,35.0,205733.0,1,0,0,0,0,0,0,0,0
